,name,latitude,longitude,state,city
844,Boston Pizza,43.5079749,-79.6675329,ON,Oakville
845,Papa John's Pizza,36.0723704,-115.099512,NV,Las Vegas
846,Boston Pizza,45.611647,-73.7008939,QC,Laval
847,Domino's Pizza,36.2529678,-115.1527173,NV,North Las Vegas
848,Little Caesars Pizza,33.450828,-112.3600414,AZ,Goodyear
849,Papa John's Pizza,41.3988799,-81.6895844,OH,Parma
850,Pizza Hut,51.1233953,-114.203093,AB,Calgary
851,Pizza Hut,33.5241484,-112.2019585,AZ,Glendale
852,Pizza Hut,33.379331,-111.787194,AZ,Mesa
853,Little Caesars Pizza,41.4180069905,-81.9192123413,OH,North Olmsted
854,Domino's Pizza,43.8278563,-79.2877916,ON,Scarborough
855,Papa John's Pizza,33.5532410584,-112.0982251035,AZ,Phoenix
856,Papa John's Pizza,33.6541985,-112.0294133,AZ,Phoenix
857,Pizza Hut,33.5658429,-112.1521781,AZ,Glendale
858,Pizza Pizza,45.4930129,-73.5799211,QC,Montréal
859,Little Caesars Pizza,51.0823234414,-114.09239389,AB,Calgary
860,Hungry Howie's Pizza,35.0685804,-80.6767979,NC,Indian Trail
861,Pizza Nova,43.643021,-79.3919503,ON,Toronto
862,Papa Murphy's,40.0972378,-88.2757788,IL,Champaign
863,Pizza Hut,41.4646606,-82.1327089,OH,Lorain
864,Domino's Pizza,33.4805337,-111.935543,AZ,Scottsdale
865,Papa Murphy's,33.6191661,-111.8760361,AZ,Scottsdale
866,Pizza Hut,40.5072549,-80.2226832,PA,Coraopolis
867,Pizza Hut,43.6413126,-79.5773763,ON,Etobicoke
868,Papa John's Pizza,36.1584565,-115.3171465,NV,Las Vegas
869,Pizza Nova,43.8822302,-79.4410797,ON,Richmond Hill
870,Pizza Hut,43.7026571,-79.7382729,ON,Brampton
871,Pizza Pizza,43.6618689,-79.3830445,ON,Toronto
872,Pizza Hut,33.4052285,-111.9788482,AZ,Phoenix
873,Papa John's Pizza,41.5010177,-81.5212617,OH,Cleveland
874,Little Caesars Pizza,35.312455,-80.713534,NC,Charlotte
875,Papa John's Pizza,35.383282,-80.581321,NC,Concord
876,Domino's Pizza,50.9324294753,-113.9830968356,AB,Calgary
877,Papa John's Pizza,33.565492,-112.252947,AZ,Peoria
878,Domino's Pizza,33.5094011,-112.06132,AZ,Phoenix
879,Marco's Pizza,41.484496,-81.801103,OH,Lakewood
880,Pizza Hut,36.1153822,-115.0680757,NV,Las Vegas
881,Papa Murphy's,33.3353542,-111.7597427,AZ,Gilbert
882,Domino's Pizza,40.124186,-88.2004984,IL,Urbana
883,Marco's Pizza,35.383842,-80.78614,NC,Huntersville
884,Papa John's Pizza,40.1103355,-88.2379969,IL,Champaign
885,Domino's Pizza,33.3196702,-111.8606666,AZ,Chandler
886,Pizza Hut,43.2393613,-89.342612,WI,De Forest
887,Papa John's Pizza,41.449771,-81.8164605,OH,Cleveland
888,Pizza Hut,35.1408488,-80.7402718,NC,Charlotte
889,Domino's Pizza,40.4689157,-79.8235826,PA,Pittsburgh
890,Little Caesars Pizza,43.5247563,-79.6851138,ON,Mississauga
891,Pizza Hut,43.7420621,-79.5933844,ON,Toronto
892,Marco's Pizza,36.2619982,-115.2067474,NV,North Las Vegas
893,Pizza Hut,35.2944085,-80.7447832,NC,Charlotte
894,Pizza Hut,33.3985754,-112.0726293,AZ,Phoenix
895,Domino's Pizza,45.5399708,-73.6116652,QC,Montréal
896,Domino's Pizza,51.061215,-114.062783,AB,Calgary
897,Pizza Hut,33.492869,-112.202377,AZ,Phoenix
898,Papa Murphy's,36.0143046,-114.964348,NV,Henderson
899,Pizza Hut,36.0832757188,-115.0322994557,NV,Las Vegas
900,Pizza Hut,36.0121407,-114.964577,NV,Henderson
901,Boston Pizza,43.6364594245,-79.692366819,ON,Mississauga
902,Domino's Pizza,43.6416947,-79.4020503,ON,Toronto
903,Little Caesars Pizza,33.5371177473,-112.2394554147,AZ,Glendale
904,Little Caesars Pizza,40.3583525,-80.0012115,PA,Pittsburgh
905,Pizza Nova,43.692127,-79.532028,ON,Etobicoke
906,Pizza Hut,35.5352195,-80.7995161,NC,Mooresville
907,Papa Murphy's,36.0403026412,-115.0475952275,NV,Henderson
908,Papa Murphy's,33.3775636,-111.8768373,AZ,Mesa
909,Domino's Pizza,35.482226,-80.880551,NC,Cornelius
910,Pizza Hut,41.1396865,-81.4400982,OH,Munroe Falls
911,Pizza Hut,35.1178263,-80.6960262,NC,Matthews
912,Papa John's Pizza,33.6399444,-112.1497746,AZ,Glendale
913,Pizza Hut,40.543238,-80.01371,PA,Pittsburgh
914,Domino's Pizza,33.5607669,-112.0648466,AZ,Phoenix
915,Hungry Howie's Pizza,35.052884,-80.815583,NC,Charlotte
916,Pizza Hut,35.3703445928,-80.5502068687,NC,Concord
917,Domino's Pizza,43.7099144,-79.7908416,ON,Brampton
918,Pizza Hut,33.594418,-112.378433,AZ,Surprise
919,Little Caesars Pizza,33.3616118821,-111.7896769568,AZ,Gilbert
920,Hungry Howie's Pizza,41.485572,-81.8107967,OH,Lakewood
921,Pizza Hut,43.6956732,-79.4515145,ON,Toronto
922,Marco's Pizza,41.1654526,-81.4392963,OH,Stow
923,Domino's Pizza,40.5998475239,-79.9466154331,PA,Allison Park
924,Papa John's Pizza,36.2994614,-115.2804654,NV,Las Vegas
925,Papa Murphy's,33.5243379,-112.2037058,AZ,Glendale
926,Domino's Pizza,43.7450128,-79.7200497,ON,Brampton
927,Pizza Pizza,43.8622012,-79.4860528,ON,Vaughan
928,Pizza Hut,40.1101088,-88.2323072,IL,Champaign
929,Pizza Hut,43.6526222,-79.4710037,ON,Toronto
930,Papa John's Pizza,33.4704454,-111.9257685,AZ,Scottsdale
931,Little Caesars Pizza,36.2176985,-115.2405689,NV,Las Vegas
932,Domino's Pizza,43.601733,-79.5008951,ON,Toronto
933,Pizza Pizza,43.7248400041,-79.28991885,ON,Toronto
934,Boston Pizza,51.0673646414,-114.1163489116,AB,Calgary
935,Papa John's Pizza,35.4022246,-80.7598498,NC,Concord
936,Pizza Nova,43.723916,-79.814008,ON,Brampton
937,Papa Murphy's,33.7129651785,-112.2742193919,AZ,Peoria
938,Pizza Hut,35.3648706,-80.7867722,NC,Charlotte
939,Pizza Pizza,43.6548736,-79.4146812,ON,Toronto
940,Little Caesars Pizza,33.3935893,-111.8770733,AZ,Mesa
941,Papa John's Pizza,40.0980033,-88.1927509,IL,Urbana
942,Papa John's Pizza,35.1168080295,-80.9623118409,NC,Charlotte
943,Pizza Hut,33.6408819,-112.0293328,AZ,Phoenix
944,Papa John's Pizza,35.1708445,-80.7457141,NC,Charlotte
945,Domino's Pizza,33.60981,-112.1690583,AZ,Glendale
946,Little Caesars Pizza,35.0136084,-80.5700053,NC,Monroe
947,Pizza Pizza,43.7686116308,-79.18804035,ON,Toronto
948,Pizza Hut,36.238059,-115.210341,NV,Las Vegas
949,Papa Murphy's,33.6083997,-111.7296257,AZ,Fountain Hills
950,Marco's Pizza,41.3400851,-81.4358601,OH,Twinsburg
951,Pizza Hut,41.4611486,-81.0725198,OH,Middlefield
952,Papa John's Pizza,40.3946,-80.035252,PA,Pittsburgh
953,Papa John's Pizza,35.3258902,-80.9463896,NC,Charlotte
954,Papa Murphy's,33.2182734301,-111.8223184579,AZ,Chandler
955,Papa John's Pizza,33.610269,-112.4219287,AZ,Surprise
956,Marco's Pizza,41.3936667,-81.5364615,OH,Bedford
957,Pizza Hut,40.1202096,-88.2772715,IL,Champaign
958,Pizza Nova,43.6693296,-79.3037379,ON,Toronto
959,Papa Murphy's,42.9218621,-89.2497826,WI,Stoughton
960,Boston Pizza,43.6185789,-79.5440988,ON,Toronto
961,Papa John's Pizza,41.6098851,-81.5251536,OH,Euclid
962,Pizza Hut,40.392088,-79.987301,PA,Pittsburgh
963,Domino's Pizza,40.4417516,-79.9994406,PA,Pittsburgh
964,Domino's Pizza,33.4955704,-112.0038326,AZ,Phoenix
965,Boston Pizza,40.1451769,-88.258404,IL,Champaign
966,Little Caesars Pizza,33.4663727,-112.1535005,AZ,Phoenix
967,Little Caesars Pizza,35.41059,-80.853365,NC,Huntersville
968,Pizza Nova,43.8505459245,-79.357435517,ON,Markham
969,Pizza Pizza,43.7076725,-79.3981607,ON,Toronto
970,Pizza Hut,41.3854403,-81.436374,OH,Solon
971,Papa John's Pizza,35.473394,-80.610222,NC,Kannapolis
972,Pizza Pizza,43.6652249,-79.4114287,ON,Toronto
973,Pizza Hut,43.836159,-79.506367,ON,Concord
974,Pizza Pizza,43.6857008,-79.5235907,ON,Toronto
975,Pizza Hut,41.6088331,-81.52502,OH,Euclid
976,Domino's Pizza,41.2462024,-81.3448831,OH,Streetsboro
977,Pizza Hut,40.6015544,-79.9477458,PA,Allison Park
978,Domino's Pizza,36.092147,-115.2085074,NV,Las Vegas
979,Pizza Nova,43.6852646,-79.3154627,ON,Toronto
980,Pizza Hut,33.3208935,-111.8419859,AZ,Chandler
981,Domino's Pizza,40.4720189065,-79.914773291,PA,Pittsburgh
982,Hungry Howie's Pizza,35.470308,-80.611412,NC,Kannapolis
983,Papa John's Pizza,33.7115673,-112.2715135,AZ,Peoria
984,Little Caesars Pizza,41.477317,-81.7832857,OH,Lakewood
985,Boston Pizza,43.8699127808,-78.9123170124,ON,Whitby
986,Pizza Hut,33.3299545447,-111.6918182373,AZ,Higley
987,Pizza Hut,43.1936968,-89.4617636,WI,Waunakee
988,Pizza Hut,35.3337455,-80.7951457,NC,Charlotte
989,Domino's Pizza,35.426748,-80.5961978,NC,Concord
990,Little Caesars Pizza,36.2473932,-115.2096463,NV,Las Vegas
991,Pizza Hut,40.3945678,-80.0669745,PA,Pittsburgh
992,Pizza Hut,35.9722881,-114.8495392,NV,Boulder City
993,Hungry Howie's Pizza,33.364791,-111.8783309,AZ,Mesa
994,Domino's Pizza,41.160004,-81.863155,OH,Medina
995,Domino's Pizza,33.492868,-112.292393,AZ,Avondale
996,Papa John's Pizza,36.1864435,-115.2243211,NV,Las Vegas
997,Pizza Hut,43.5867092,-79.6098135,ON,Mississauga
998,Pizza Hut,40.3377829,-79.9504723,PA,Pittsburgh
999,Boston Pizza,43.8458393906,-79.0710686035,ON,Pickering
1000,Pizza Hut,43.6719461,-79.3852273,ON,Toronto
1001,Domino's Pizza,43.7834087,-79.5761942,ON,Woodbridge
1002,Hungry Howie's Pizza,35.217116,-81.157421,NC,Gastonia
1003,Papa John's Pizza,41.313399,-81.5120663,OH,Macedonia
1004,Papa Murphy's,43.0509844264,-89.4737807661,WI,Madison
1005,Marco's Pizza,33.7115207508,-112.2033539025,AZ,Peoria
1006,Domino's Pizza,44.0574628,-79.4602025,ON,Newmarket
1007,Pizza Pizza,43.7604548,-79.3255941,ON,North York
1008,Papa John's Pizza,51.0381873,-114.0896527,AB,Calgary
1009,Pizza Pizza,43.6669739,-79.4035895,ON,Toronto
1010,Hungry Howie's Pizza,33.4504389,-111.8049064,AZ,Mesa
1011,Hungry Howie's Pizza,35.4589201638,-80.8889990992,NC,Cornelius
1012,Boston Pizza,43.6568994,-79.4355343,ON,Toronto
1013,Domino's Pizza,43.8275826,-79.0913835,ON,Pickering
1014,Domino's Pizza,40.1958657,-88.399785,IL,Mahomet
1015,Boston Pizza,51.0006521664,-114.0748879347,AB,Calgary
1016,Pizza Hut,33.5964559604,-112.0148011753,AZ,Phoenix
1017,Marco's Pizza,41.5210509,-81.5304425,OH,Cleveland
1018,Domino's Pizza,33.639081,-112.390655,AZ,Surprise
1019,Papa John's Pizza,35.0315252095,-80.9676051604,SC,Fort Mill
1020,Pizza Hut,36.261321496,-115.2473841554,NV,Las Vegas
1021,Little Caesars Pizza,33.3337272,-111.7717961,AZ,Gilbert
1022,Domino's Pizza,41.445948,-81.8549242,OH,Fairview Park
1023,Hungry Howie's Pizza,35.286686,-80.727098,NC,Charlotte
1024,Pizza Hut,33.4508314,-111.7008303,AZ,Mesa
1025,Pizza Pizza,43.7841871,-79.2921506,ON,Scarborough
1026,Domino's Pizza,33.5667741,-112.1024556,AZ,Phoenix
1027,Little Caesars Pizza,43.1794345,-89.2361739,WI,Sun Prairie
1028,Domino's Pizza,33.6184019634,-111.9253628701,AZ,Scottsdale
1029,Marco's Pizza,43.1881687,-89.2268204,WI,Sun Prairie
1030,Pizza Hut,36.0209179483,-115.267488816,NV,Las Vegas
1031,Domino's Pizza,43.4651218,-79.6843192,ON,Oakville
1032,Boston Pizza,43.6575079233,-79.3274326404,ON,Toronto
1033,Boston Pizza,43.6510005,-79.887957,ON,Georgetown
1034,Pizza Hut,41.1554654,-81.3993896,OH,Stow
1035,Papa John's Pizza,35.0485407,-80.6463484,NC,Indian Trail
1036,Pizza Hut,33.4076919,-111.9501765,AZ,Tempe
1037,Pizza Hut,33.4936748,-112.236306,AZ,Phoenix
1038,Hungry Howie's Pizza,33.6536166,-112.1352214,AZ,Glendale
1039,Boston Pizza,43.8855704,-79.3707108,ON,Markham
1040,Papa Murphy's,35.3731343042,-80.7883273065,NC,Charlotte
1041,Hungry Howie's Pizza,33.395321,-111.752909,AZ,Mesa
1042,Pizza Nova,43.7514339,-79.7386292,ON,Brampton
1043,Little Caesars Pizza,33.6090402,-112.3925976,AZ,Surprise
1044,Boston Pizza,50.9313724604,-113.9708400377,AB,Calgary
1045,Domino's Pizza,41.6376434,-81.4086539,OH,Willoughby
1046,Boston Pizza,43.8533454776,-79.2574310303,ON,Markham
1047,Domino's Pizza,33.6093771761,-112.3290068354,AZ,El Mirage
1048,Pizza Hut,36.0494801256,-115.2437653816,NV,Las Vegas
1049,Pizza Pizza,43.661054,-79.429089,ON,Toronto
1050,Pizza Hut,36.1955205956,-115.1155382175,NV,North Las Vegas
1051,Papa John's Pizza,35.0571464063,-80.9338453467,SC,Fort Mill
1052,Little Caesars Pizza,35.2879717,-81.0177733,NC,Mount Holly
1053,Pizza Hut,43.861202229,-79.4356170008,ON,Richmond Hill
1054,Pizza Hut,43.806776,-79.2216764,ON,Scarborough
1055,Domino's Pizza,33.5804581,-112.1335903,AZ,Phoenix
1056,Domino's Pizza,40.3753450356,-79.9836302319,PA,Brentwood
1057,Pizza Pizza,43.6777176,-79.6248197,ON,Mississauga
1058,Pizza Pizza,43.7331732,-79.5888316,ON,Etobicoke
1059,Little Caesars Pizza,33.6557139,-112.0621105,AZ,Phoenix
1060,Papa John's Pizza,41.5238172,-81.5896139,OH,East Cleveland
1061,Papa Murphy's,35.083614,-80.73312,NC,Matthews
1062,Papa John's Pizza,35.4362357,-80.8657344,NC,Huntersville
1063,Pizza Pizza,43.6018718,-79.5011515,ON,Etobicoke
1064,Pizza Nova,43.6094846,-79.5865477,ON,Mississauga
1065,Domino's Pizza,33.4229267,-111.8393918,AZ,Mesa
1066,Pizza Hut,43.6475595,-79.3704531,ON,Toronto
1067,Boston Pizza,50.9414743,-114.0687253,AB,Calgary
1068,Domino's Pizza,43.5827346,-79.7651334,ON,Mississauga
1069,Papa John's Pizza,33.4348971,-111.822232,AZ,Mesa
1070,Little Caesars Pizza,51.0928063,-113.9664724,AB,Calgary
1071,Domino's Pizza,33.5226529,-112.2024949,AZ,Glendale
1072,Marco's Pizza,35.2899191309,-81.0174095296,NC,Mount Holly
1073,Pizza Nova,43.8892700056,-79.316359,ON,Markham
1074,Papa John's Pizza,41.5204177,-81.4741793,OH,Cleveland
1075,Little Caesars Pizza,33.5943632,-112.2207511,AZ,Peoria
1076,Papa John's Pizza,41.482898,-81.8262139,OH,Cleveland
1077,Papa John's Pizza,35.211766,-80.7813841,NC,Charlotte
1078,Pizza Hut,40.6140119,-80.0544968,PA,Wexford
1079,Papa John's Pizza,41.416393,-81.6058962,OH,Cleveland
1080,Pizza Hut,41.411767,-81.930284,OH,North Olmsted
1081,Papa John's Pizza,33.2330891,-111.8603053,AZ,Chandler
1082,Domino's Pizza,33.3798168,-111.6852012,AZ,Mesa
1083,Pizza Hut,43.6439342,-79.4042388,ON,Toronto
1084,Pizza Nova,43.6419487293,-79.4117577169,ON,Toronto
1085,Domino's Pizza,36.0189708287,-115.1175744641,NV,Las Vegas
1086,Little Caesars Pizza,36.3026183271,-115.2823048807,NV,Las Vegas
1087,Papa Murphy's,33.452025,-111.8036197,AZ,Mesa
1088,Hungry Howie's Pizza,36.2757612,-115.1804399,NV,Las Vegas
1089,Pizza Pizza,43.8304101,-79.1221546,ON,Pickering
1090,Domino's Pizza,40.4286815,-79.9946531,PA,Pittsburgh
1091,Pizza Hut,33.623881,-111.942533,AZ,Scottsdale
1092,Papa John's Pizza,51.137925,-114.185243,AB,Calgary
1093,Domino's Pizza,43.5803869,-79.7274079,ON,Mississauga
1094,Pizza Pizza,43.858096792,-79.332040742,ON,Markham
1095,Pizza Pizza,43.7062485,-79.3891646,ON,Toronto
1096,Domino's Pizza,43.7056729,-79.2510097,ON,Scarborough
1097,Pizza Hut,35.1897454,-80.8749903,NC,Charlotte
1098,Boston Pizza,51.1058866255,-114.1636511403,AB,Calgary
1099,Papa John's Pizza,36.0241322062,-115.0631005926,NV,Henderson
1100,Pizza Pizza,43.7884887204,-79.548258296,ON,Woodbridge
1101,Boston Pizza,43.6110003,-79.7486271,ON,Mississauga
1102,Little Caesars Pizza,33.5802239,-112.1518963,AZ,Glendale
1103,Pizza Hut,33.4948056,-112.0995026,AZ,Phoenix
1104,Papa Murphy's,33.6555665,-112.0119988918,AZ,Phoenix
1105,Papa John's Pizza,36.3011557,-115.2826413,NV,Las Vegas
1106,Papa Murphy's,33.7515572,-111.9913147,AZ,Cave Creek
1107,Domino's Pizza,45.5176077,-73.5822605,QC,Montréal
1108,Pizza Hut,43.7006359,-79.3735263,ON,Toronto
1109,Pizza Pizza,43.8924511223,-79.2915227522,ON,Markham
1110,Pizza Hut,41.3866152,-81.7689404,OH,Parma Heights
1111,Pizza Pizza,43.6687021,-79.3055517,ON,Toronto
1112,Pizza Hut,43.0160734,-89.4970662,WI,Madison
1113,Pizza Hut,40.2622500517,-80.1754761457,PA,Canonsburg
1114,Pizza Nova,43.7075699,-79.3901685,ON,Toronto
1115,Domino's Pizza,36.1591497,-115.0463891,NV,Las Vegas
1116,Papa John's Pizza,35.3675829,-80.6654208,NC,Concord
1117,Pizza Hut,36.2745259,-115.1443763,NV,North Las Vegas
1118,Pizza Hut,41.3070231,-81.4393579,OH,Twinsburg
1119,Pizza Pizza,43.658955,-79.372674,ON,Toronto
1120,Boston Pizza,43.8285530429,-79.5410550274,ON,Vaughan
1121,Domino's Pizza,43.952874728,-79.4554064469,ON,Oakridges
1122,Domino's Pizza,33.4152152,-111.6905265,AZ,Mesa
1123,Papa John's Pizza,51.0707127,-114.1169116,AB,Calgary
1124,Pizza Hut,33.6395295139,-112.2766101541,AZ,Sun City
1125,Domino's Pizza,36.2877468,-115.1786798,NV,North Las Vegas
1126,Pizza Pizza,44.1121646,-79.5708139,ON,Bradford
1127,Domino's Pizza,35.4867674,-80.6107022,NC,Kannapolis
1128,Domino's Pizza,45.512093,-73.677872,QC,Saint-Laurent
1129,Domino's Pizza,35.0226380865,-80.846740182,NC,Charlotte
1130,Boston Pizza,43.7072315,-79.397072,ON,Toronto
1131,Papa John's Pizza,36.261408097,-115.1552187196,NV,North Las Vegas
1132,Boston Pizza,51.1229201145,-113.9463961387,AB,Calgary
1133,Domino's Pizza,33.285206,-111.685437,AZ,Queen Creek
1134,Pizza Hut,41.7071043,-81.2673911,OH,Painesville
1135,Boston Pizza,36.1530812,-115.1509664,NV,Las Vegas
1136,Domino's Pizza,43.6025449,-79.6488145,ON,Mississauga
1137,Papa John's Pizza,33.3203504,-111.9918903,AZ,Phoenix
1138,Papa John's Pizza,35.1725039,-80.9622819,NC,Charlotte
1139,Domino's Pizza,33.4236014,-112.2257809,AZ,Phoenix
1140,Domino's Pizza,43.719231611,-79.5947630703,ON,Toronto
1141,Domino's Pizza,43.748847,-79.3476558,AB,North York
1142,Domino's Pizza,40.434955,-79.753561,PA,Monroeville
1143,Pizza Hut,34.9688644,-80.9929348,SC,Rock Hill
1144,Pizza Hut,43.844649,-79.554719,ON,Vaughan
1145,Pizza Nova,43.8173234,-79.602129,ON,Vaughan
1146,Domino's Pizza,43.7531566,-79.4509407,ON,Toronto
1147,Domino's Pizza,33.6988311,-112.1409257,AZ,Glendale
1148,Marco's Pizza,41.4033979,-81.689779,OH,Parma
1149,Domino's Pizza,33.8446077701,-112.1345720038,AZ,Phoenix
1150,Papa John's Pizza,33.4212346,-111.9515082,AZ,Tempe
1151,Boston Pizza,45.4072249717,-74.0405077735,QC,Vaudreuil
1152,Pizza Hut,33.3788183,-111.6905887,AZ,Mesa
1153,Pizza Hut,41.520492,-81.4680511,OH,Mayfield Heights
1154,Pizza Pizza,45.5473691857,-73.5756307534,QC,Montréal
1155,Domino's Pizza,43.8501143382,-79.4447648898,ON,Richmond Hill
1156,Domino's Pizza,43.6690382,-79.4129769,ON,Toronto
1157,Pizza Hut,41.3714780043,-81.8268478105,OH,Middleburg Heights
1158,Pizza Pizza,43.6808325,-79.2839062,ON,Scarborough
1159,Pizza Hut,33.5871096156,-111.8373498823,AZ,Scottsdale
1160,Papa John's Pizza,41.1339831,-81.8637534,OH,Medina
1161,Papa Murphy's,33.3761660685,-112.170919605,AZ,Laveen Village
1162,Pizza Hut,33.3048185,-112.0160588,AZ,Phoenix
1163,Marco's Pizza,41.4262101,-82.0755871,OH,Sheffield Village
1164,Marco's Pizza,40.094481,-88.1913992,IL,Urbana
1165,Boston Pizza,43.9631135664,-79.2533218861,ON,Stouffville
1166,Pizza Pizza,43.8801741,-78.9388474,ON,Whitby
1167,Domino's Pizza,36.1587616,-115.2242537,NV,Las Vegas
1168,Pizza Pizza,43.7224551,-79.2351613,ON,Scarborough
1169,Pizza Hut,43.0155511,-89.3026243,WI,Mc Farland
1170,Pizza Nova,43.6770208384,-79.3553048372,ON,Toronto
1171,Boston Pizza,50.9028966189,-114.0657476814,AB,Calgary
1172,Little Caesars Pizza,43.8470749965,-79.5356662258,ON,Vaughan
1173,Pizza Hut,33.417347,-111.788637,AZ,Mesa
1174,Domino's Pizza,41.4641507,-81.7611939,OH,Cleveland
1175,Pizza Pizza,45.517136894,-73.5575714422,QC,Montréal
1176,Domino's Pizza,51.0380757,-114.1334855,AB,Calgary
1177,Marco's Pizza,36.2967459,-115.2884813,NV,Las Vegas
1178,Pizza Hut,43.1887242,-89.227899,WI,Sun Prairie
