"","X","user_id","name","average_stars","review_count","fans","yelping_since","fans.1","cool","funny","useful","compliment_cool","compliment_funny","compliment_plain","weight","weight"
"7311",256317,"IrxMexYdfl5LHddX_EWN-w","Neon",1.58,15,1,"2015-04-25 11:37:22",1,1,11,3,0,0,0,0.0017990994811174,0.0017990994811174
"7312",256414,"ssHNrSITkmp4LLoRxYBUeA","Rory",4.59,26,1,"2012-02-25 02:04:21",1,4,0,17,0,0,0,0.00258179629708524,0.00258179629708524
"7313",256500,"EwXOJe-B1aXIppE7gTOJHg","Jeanne",1,6,0,"2011-01-21 02:35:36",0,0,0,2,0,0,0,0.000464332392049356,0.000464332392049356
"7314",256557,"9Ko9e01wYtcsgW6WP_8uIg","David",4.17,12,0,"2013-06-29 14:52:43",0,4,2,4,0,0,0,0.0010840510395251,0.0010840510395251
"7315",256567,"VkdjUC5We4dgFzxNCHxhqQ","Kevin",4.2,5,0,"2011-06-25 18:21:27",0,1,0,4,0,0,1,0.000401402014617454,0.000401402014617454
"7316",256631,"pEU8v3rHI2NnZbeRlxfdpg","Joe",3.75,11,0,"2008-05-22 21:09:08",0,1,0,2,0,0,0,0.000926722426889875,0.000926722426889875
"7317",256690,"-0RvEViQvvPLqrXKwtIx7g","Courtney",3.95,20,0,"2010-05-11 15:19:44",0,13,13,17,0,0,0,0.00215863295306806,0.00215863295306806
"7318",256696,"aC4Z4NVkbjyrj0yPy_16ww","Sue",3.4,33,0,"2012-01-24 02:32:18",0,3,1,12,0,0,0,0.00300479077351947,0.00300479077351947
"7319",256748,"7f6GFDymtNuE0jVxAbSBlQ","Jay",3,6,0,"2013-02-17 21:20:09",0,0,0,1,0,0,0,0.000461656725546377,0.000461656725546377
"7320",256771,"WOEZp1bRcbGoCHmSfJy-Qw","James",1.63,26,0,"2015-08-14 15:45:10",0,1,6,28,0,0,0,0.00252309535438519,0.00252309535438519
"7321",256783,"V7bGim4D9ctlyxcOAir6GA","Shenita",3.68,36,0,"2009-08-22 15:38:11",0,1,0,3,0,0,0,0.00322430338860984,0.00322430338860984
"7322",256864,"X_RMmWX1IMQpxX0lbm5IRQ","Samantha",3,6,0,"2014-12-01 06:08:50",0,2,1,6,0,0,0,0.000506830079870125,0.000506830079870125
"7323",256912,"XCElZXkw4zHcgzgbZ6kgaw","Craig",3.49,59,1,"2011-09-30 20:40:49",1,19,28,64,3,3,0,0.00654418744722852,0.00654418744722852
"7324",256990,"STN2sVtPgijTqnVj5gFRlg","Ryan",2.67,6,0,"2013-07-12 02:44:29",0,1,0,8,0,0,0,0.000483795366864352,0.000483795366864352
"7325",256999,"pqv3nCFbcQLTqTB6yzGE8g","Jaustine-Anne",4.71,14,0,"2014-12-03 09:33:57",0,20,17,50,0,0,0,0.00181992378825258,0.00181992378825258
"7326",257160,"HOzgd-a-kAiVZappPn5yGA","Tracy",2.44,38,0,"2014-02-06 19:23:02",0,3,4,39,0,0,1,0.00363105156436083,0.00363105156436083
"7327",257189,"Yb7Iqyg04CJlFtlSaUCXfQ","April",3.95,18,0,"2015-02-18 17:51:12",0,5,0,8,0,0,0,0.00159898581175699,0.00159898581175699
"7328",257318,"FQQtTmTfNFvSxXGzMOB16w","Chau",4.24,28,0,"2017-12-18 03:29:09",0,18,1,34,1,1,1,0.00269487028402243,0.00269487028402243
"7329",257439,"zuMK-LHOR_GDD_SitsJ86w","Diana",2.92,24,0,"2014-05-14 00:17:47",0,2,2,9,0,0,0,0.00219216596214991,0.00219216596214991
"7330",257509,"Mijd39DYYl6SNQyBGC4CAA","J",3.06,16,0,"2013-07-16 00:57:34",0,0,6,15,0,0,0,0.00156694059596254,0.00156694059596254
"7331",257548,"JL7dtBmlpeaYqaR1io8A8A","Victor",3.92,23,0,"2016-11-17 00:25:15",0,0,0,5,0,0,0,0.00203289499230585,0.00203289499230585
"7332",257579,"NGthK4jiHwRbeWXd54To1A","Daniel",3.67,3,0,"2014-09-08 21:45:06",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"7333",257754,"xUSIcnSTPBEP27F6urXTpQ","Amy",3,25,0,"2010-01-09 21:59:09",0,0,2,8,0,0,0,0.00227446855586136,0.00227446855586136
"7334",257775,"JKPdHR0mnNSS6HDK8_T5hg","Kyle",3.65,17,0,"2013-07-28 20:31:26",0,2,4,5,0,0,0,0.00158884395390645,0.00158884395390645
"7335",257808,"Vzk0KaIT2uvVSC3yvlN2Ww","Tera",4.88,17,0,"2012-11-28 02:24:41",0,9,4,16,0,0,0,0.00164213911601907,0.00164213911601907
"7336",257852,"xRfOaIe1Z9HcNm-edsgOkg","Stacie",3,4,0,"2013-08-03 04:26:16",0,3,0,3,0,0,0,0.000293642562326339,0.000293642562326339
"7337",257943,"8Ux7Q8WY0B8cyw8fQ6OoDA","Melissa",2.8,23,1,"2014-11-26 18:05:33",1,5,3,33,0,0,0,0.00242755851214782,0.00242755851214782
"7338",257976,"x52wNbK2OhBQ0O0_jSJF5g","Charles",2.37,33,0,"2012-04-13 19:36:42",0,20,89,107,0,0,0,0.00551491385873924,0.00551491385873924
"7339",257978,"YSsOxlllNb8dP-vmXb_OIQ","Andy",4.09,33,2,"2008-12-05 07:46:49",2,11,10,50,1,1,0,0.00383302481914968,0.00383302481914968
"7340",258050,"4Uv6hHqKva03jlLObo4Egw","Samantha",3.11,9,0,"2017-08-19 16:46:02",0,0,1,6,0,0,0,0.000775400763701922,0.000775400763701922
"7341",258143,"p-7hCcg35ruh-LYcvL5qDg","Brooke",2.96,101,0,"2011-05-22 01:37:13",0,14,27,40,0,0,1,0.010028859923515,0.010028859923515
"7342",258230,"NAguL97QEgUtzlttq2mdfw","Walter",4,16,0,"2015-06-19 15:46:19",0,12,1,19,0,0,0,0.00149366562046686,0.00149366562046686
"7343",258397,"suPIiDo2pcIdRV1H9nPP6Q","Quincie",3.5,6,0,"2012-09-09 02:38:35",0,2,0,3,0,0,0,0.000473826010146577,0.000473826010146577
"7344",258505,"PKyNi245EPVmVPnq5HNToQ","Cara",2.18,15,0,"2015-06-06 23:13:03",0,0,3,16,0,0,1,0.00142299436558671,0.00142299436558671
"7345",258554,"iRK32lWR7bkY-gSK8lVWgw","Ken",3,15,0,"2014-10-04 21:35:13",0,0,4,20,0,0,0,0.00143856857623954,0.00143856857623954
"7346",258623,"pqHBm1NUD_jn8AGL8hLgCw","ashourena",2.13,37,0,"2010-09-07 22:20:10",0,3,22,46,1,1,1,0.0040265280258863,0.0040265280258863
"7347",258696,"Qxobgy-bpGNmnTtVQNnDqw","Billy",2.88,45,1,"2013-03-26 13:20:39",1,25,42,153,0,0,1,0.00583054593218218,0.00583054593218218
"7348",258809,"PC86h10TDxjXsJucOlq4-A","Amber",4.13,8,0,"2017-11-25 19:56:10",0,1,0,2,0,0,0,0.000651333791463836,0.000651333791463836
"7349",258812,"nWgeZmkmWezH2im7NQ3Q8g","Cara",2.33,2,0,"2014-06-02 04:05:43",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"7350",258837,"pgW60_raTL1VuvMvp9rHyQ","John",3.08,24,1,"2011-02-09 20:40:35",1,4,9,21,1,1,0,0.0026526559153616,0.0026526559153616
"7351",258918,"ZUshQggw07Px9kuYkKhrlA","John",3.71,13,0,"2007-10-29 15:40:08",0,2,10,21,0,0,1,0.00143443771758076,0.00143443771758076
"7352",258930,"m-FQZ1CmfzcevIJ50Rw4Jg","Joe",4.47,34,0,"2012-10-15 06:47:16",0,2,3,6,0,0,0,0.00312707815094237,0.00312707815094237
"7353",259045,"V4ShBo6-AP3A_XRi3yDMaA","James",3.29,6,1,"2014-11-28 14:55:40",1,1,1,1,0,0,0,0.000717811539687226,0.000717811539687226
"7354",259143,"TmQnQ3wh2KGOblDgcRXXIA","Eddie",2.94,15,2,"2014-02-18 04:09:50",2,5,4,10,0,0,0,0.00188439432645359,0.00188439432645359
"7355",259144,"N0ev8A4zH64dO8vAUdlQQA","Samantha",3.27,21,0,"2011-09-03 14:40:45",0,1,1,9,0,0,1,0.00190849680628583,0.00190849680628583
"7356",259196,"oAuPf65mqTB49RErr9NgzA","Darth",3.33,6,0,"2015-04-19 21:13:49",0,2,2,2,0,0,1,0.000541210009646516,0.000541210009646516
"7357",259415,"58ACpNofG5YIXg8JmXiTRQ","Sehrish",3.95,37,0,"2016-07-30 07:11:11",0,0,1,4,0,0,0,0.00334034336133899,0.00334034336133899
"7358",259430,"oymfYUTEFL9NzauTwlAE7w","Katy",2.96,22,1,"2013-06-20 18:32:44",1,7,9,42,0,0,0,0.00251652367174785,0.00251652367174785
"7359",259668,"g8VllkkXjvP9zrdlRP2NzA","Vickie",4.47,18,0,"2015-05-10 23:02:13",0,0,1,3,0,0,0,0.0015935396704711,0.0015935396704711
"7360",259688,"tmtxmSuqeVvypNF8lp564g","Jamie",3.65,36,0,"2015-02-14 02:08:53",0,2,1,20,0,0,0,0.00329817576517222,0.00329817576517222
"7361",259698,"G27C6nlbjEFjx4qCZZxIMQ","Ron",2.96,42,3,"2010-04-29 18:48:03",3,23,31,119,0,0,1,0.00563815644795813,0.00563815644795813
"7362",259705,"ya_KpajPM2IrWEXH3_nGQA","DavidJames",3.83,36,1,"2016-08-13 22:38:17",1,2,5,16,0,0,1,0.00363525567372156,0.00363525567372156
"7363",259766,"_OqvZvVxP0K_aOaukuwTeA","Eddie",3.79,18,0,"2014-12-19 04:01:50",0,5,4,8,0,0,1,0.00171899961818913,0.00171899961818913
"7364",259892,"krSJ6AkT2KxbVsMt9hsihg","Gabrielle",3.85,13,0,"2018-01-16 19:34:38",0,0,0,8,1,1,2,0.0011821266688257,0.0011821266688257
"7365",259963,"_OwDe9EPXjy0AzDzb1IFrQ","Gianna",3.5,11,1,"2015-05-30 04:38:50",1,3,1,1,0,0,0,0.00118361055032487,0.00118361055032487
"7366",259969,"fITWTdSsObsuJt62bQ3xEA","Dana",3.38,13,0,"2014-09-11 00:31:14",0,2,2,19,0,0,0,0.00120916429728422,0.00120916429728422
"7367",260050,"qY8KGD6P3wmaXYZFDflXmQ","Mo",3.31,62,2,"2013-02-13 10:48:21",2,11,19,57,0,0,1,0.00673978804067712,0.00673978804067712
"7368",260070,"QU5oShGJtu9D_o3mDvmWCg","Frank",3.18,37,0,"2011-01-18 19:26:46",0,5,11,28,0,0,0,0.0036713749385422,0.0036713749385422
"7369",260139,"39WqhGxNUa18fJvmCy3MjQ","Kay",2.43,14,0,"2018-01-13 16:34:01",0,0,0,2,0,0,0,0.00119870208651879,0.00119870208651879
"7370",260258,"_gA_BMxJpCkqKmSjsyBJag","Phil",1.28,18,0,"2015-10-10 18:23:24",0,1,1,14,0,0,1,0.00164648650337469,0.00164648650337469
"7371",260278,"QpcrXzFrUV0Op4g28f4IhA","Sina",2.2,10,0,"2016-07-25 17:37:14",0,1,1,7,0,0,0,0.000873281617810702,0.000873281617810702
"7372",260293,"Pz-qxNACyIAdnmey1VLTVg","Mark",4.56,24,0,"2013-04-12 14:16:00",0,2,2,9,0,0,0,0.00219216596214991,0.00219216596214991
"7373",260312,"Q50iK1LPJoENEIjMQuxJFg","Matthew",5,2,0,"2018-04-20 05:36:17",0,0,0,1,0,0,0,9.44718783116588e-05,9.44718783116588e-05
"7374",260372,"vD0UlGW_Kf_qxJitkjntlQ","Heather",3.2,10,0,"2018-07-10 14:13:04",0,6,5,6,0,0,0,0.000987559111151767,0.000987559111151767
"7375",260428,"Bg88oZgN1P0A7s27XQpsSA","Asa",3.56,8,0,"2014-03-13 18:50:51",0,5,12,25,0,0,0,0.00102623486679616,0.00102623486679616
"7376",260438,"FekcDdkcvZdMV_pq3g1NoQ","D",3.04,21,0,"2016-01-26 04:41:41",0,5,1,31,0,0,0,0.00196089184696616,0.00196089184696616
"7377",260493,"tT_WjkGmzMMHMBlAeoCz9g","Dennis",4,21,0,"2017-07-08 16:27:37",0,3,2,7,0,0,0,0.00191483496951503,0.00191483496951503
"7378",260537,"1KX2sfPK6fKHf3O34Re3jw","Kenadee",2.11,7,0,"2018-02-17 21:07:02",0,0,0,3,0,0,0,0.000558804270361015,0.000558804270361015
"7379",260690,"1Q3obmJ-SCfjm0goEzwUzw","Gabriel",4.17,33,1,"2017-04-11 04:56:52",1,6,13,14,1,1,1,0.00358692391414524,0.00358692391414524
"7380",260713,"oJ8APzgu4_FoM7PS-UlG1A","Mike",3,2,0,"2014-08-05 02:40:12",0,0,0,0,0,0,0,9.17962118086796e-05,9.17962118086796e-05
"7381",260826,"ZwUH-oVaiHqPVvx-gztyVA","Quang",1.9,10,0,"2009-12-03 15:00:03",0,1,1,5,0,0,0,0.000867930284804743,0.000867930284804743
"7382",260837,"wHM4uoPAh02K-RrDjiThXg","Marc",3.06,33,0,"2015-10-18 03:53:17",0,2,1,16,0,0,0,0.00301208446373427,0.00301208446373427
"7383",260877,"YNdjLCmIgJMFOnMVgR6HfA","Christine",3,2,0,"2017-01-17 14:39:14",0,1,1,1,0,0,0,0.00012285792432339,0.00012285792432339
"7384",260888,"dMJe7vcCe3mDZnW6iet4qg","Joe",4.53,13,0,"2015-07-16 18:18:55",0,1,0,0,0,0,0,0.00110496351750128,0.00110496351750128
"7385",260910,"eW6Fgk2H4mAneTgDDtg12w","Carlos",3.57,65,13,"2011-04-07 01:10:44",13,29,35,163,1,1,1,0.0102842042065715,0.0102842042065715
"7386",261024,"Fy_A9P0fSTF074JOlpybzw","Raven",2.86,6,0,"2013-10-01 22:41:14",0,0,0,1,0,0,0,0.000461656725546377,0.000461656725546377
"7387",261100,"alsufKdfMF3s2Fer6PIC9A","Rachel",2,5,0,"2018-01-03 18:28:01",0,0,0,1,0,0,0,0.000369860513737698,0.000369860513737698
"7388",261128,"8hMTwnCCYEk6IHgWk_Ki_A","Elaine",3.86,7,0,"2013-11-16 15:05:30",0,2,1,10,1,1,0,0.000628284701641032,0.000628284701641032
"7389",261155,"7saQoYJq4fQa1ENONlYBvQ","Savannah",4.2,5,0,"2018-03-03 01:36:23",0,0,0,0,0,0,0,0.000367184847234718,0.000367184847234718
"7390",261217,"3UBNDXUVryjJ4th60Y-ZzQ","Gillis",3.86,14,2,"2014-06-26 23:47:37",2,4,2,10,0,0,0,0.00173923499841857,0.00173923499841857
"7391",261277,"tdZEu28NL_AhoyGpmShcvg","Erika",3.71,13,0,"2018-06-05 01:38:12",0,2,0,8,0,0,0,0.00112977782532223,0.00112977782532223
"7392",261378,"n_ZQVQy65QUhvKlQleC0ew","M",3.72,79,0,"2016-06-07 20:37:57",0,2,3,28,0,0,2,0.00735698339654589,0.00735698339654589
"7393",261407,"esy7w2xmb84cTHtoDj4FJg","Nichole",4.26,39,0,"2017-10-20 03:33:40",0,4,4,9,0,0,0,0.00362588123130356,0.00362588123130356
"7394",261601,"rcpKIx11ddWnpBPFvJ2TYQ","Chris",3.78,17,0,"2013-06-25 01:49:11",0,4,2,16,0,0,0,0.00157514009660424,0.00157514009660424
"7395",261615,"VNYICDVGxVlNlv_lhjmLSw","Tara",4,46,0,"2016-08-12 03:44:31",0,13,10,29,0,0,1,0.00452261677305935,0.00452261677305935
"7396",261628,"BIEPU3YRn9rO8ybJoSb32A","Nats",3.86,21,0,"2014-11-08 01:45:25",0,3,3,14,0,0,0,0.00195854170525049,0.00195854170525049
"7397",261657,"yvcZN7H2pmeGXMV2pHpozw","Le",3.73,22,1,"2017-05-18 07:09:16",1,6,4,24,0,0,0,0.00234006734782406,0.00234006734782406
"7398",261702,"xb_775zAO8xXkFnxTgXlUg","Tyler",1.71,7,0,"2017-01-25 03:13:01",0,0,3,2,0,0,0,0.000631059814501866,0.000631059814501866
"7399",261797,"q8M3zbJA9RAKqnCmrgvorA","Andy",3.28,31,0,"2010-04-27 21:02:49",0,8,26,44,1,1,0,0.00356724705629861,0.00356724705629861
"7400",261854,"4muJW6uO9rhbTFWBR2FVtw","Hailey",5,1,0,"2016-05-15 06:37:05",0,0,0,0,0,0,0,0,0
"7401",261859,"YAJZz6G3vaLw25izU2NJqQ","Ian",4.36,22,0,"2016-02-19 21:30:32",0,2,4,5,0,0,0,0.00204782501294985,0.00204782501294985
"7402",262122,"eN12VACxEYX7OsPRz_yzVA","Ross",4.1,133,0,"2018-01-17 21:16:23",0,4,0,17,0,0,0,0.0121762221924848,0.0121762221924848
"7403",262605,"mzLCk-7z6x8PJRnBpYFeQA","Matt",1.83,6,2,"2014-11-20 03:32:22",2,0,0,6,0,0,0,0.00093057259431951,0.00093057259431951
"7404",262681,"6HFiy2cvYwfkj_CkXzWgMw","Bb",3.4,8,0,"2017-03-16 00:56:08",0,0,0,0,0,0,0,0.000642573482660757,0.000642573482660757
"7405",262840,"AWZDDbXjTj4a6LcSda1X2g","Cece",3.86,7,0,"2012-09-17 00:25:04",0,0,0,2,0,0,0,0.000556128603858036,0.000556128603858036
"7406",262968,"wvCmHYCJ9fAbg1-Hq1jLgw","Paul",3,2,0,"2016-03-25 22:58:45",0,0,0,3,0,0,1,0.000119928736891315,0.000119928736891315
"7407",263059,"_qw8ELUi83FrO2yR076JMA","Chris Kim",3.77,21,0,"2014-08-19 12:05:57",0,1,1,18,0,0,0,0.00191247227923895,0.00191247227923895
"7408",263093,"HC7EdH8qHsdMXWrtjJi58w","Michelle",3.6,10,0,"2017-11-29 16:48:24",0,1,0,3,0,0,0,0.000837601881584175,0.000837601881584175
"7409",263133,"WvG_5CSFJd8LTcZzJG-F1A","Lee Ann",3,5,0,"2014-07-26 19:53:03",0,0,0,0,0,0,0,0.000367184847234718,0.000367184847234718
"7410",263184,"glpoZhlhy5mureBHXnDpJw","Juli",4.73,22,0,"2014-09-30 16:33:09",0,3,1,8,0,0,0,0.00198432977761208,0.00198432977761208
"7411",263333,"uPIeC5kphpuCUXeUTs9jhw","Jeff",3.58,11,0,"2014-04-03 00:14:34",0,0,0,6,0,0,0,0.000934016117104671,0.000934016117104671
"7412",263424,"97YxlF36uUv-zh1VcqE7_g","A",1.9,19,0,"2016-03-03 19:24:28",0,1,3,6,0,0,0,0.00174672599801506,0.00174672599801506
"7413",263493,"4soTy_5P6lQdKj91OqNXCA","Kelley",3.67,9,0,"2012-09-07 00:08:54",0,1,0,5,0,0,0,0.000751157002781453,0.000751157002781453
"7414",263517,"vb3n9S3H0i_FhmSjxKfghQ","Erin",1,5,0,"2016-02-02 04:21:46",0,0,0,1,0,0,0,0.000369860513737698,0.000369860513737698
"7415",263528,"hnRd957BvhhFYqOQ5HvUQQ","Tom",2.44,27,3,"2014-02-14 22:02:58",3,4,10,33,0,0,0,0.00342171141134592,0.00342171141134592
"7416",263546,"dr-pOYoDAfq3ZUF063fPFQ","Nathan",5,8,0,"2015-12-14 04:06:17",0,5,0,2,0,0,0,0.000664969694652319,0.000664969694652319
"7417",263564,"kF3LaTarR7_Jq3_A6rqC6w","Michael",2.25,4,0,"2014-08-02 03:32:59",0,0,4,1,0,0,0,0.000377972582787459,0.000377972582787459
"7418",263568,"r-jaMF7dyyaiOXlcmQJRdQ","Jackie",2.45,11,0,"2012-01-22 00:19:15",0,1,2,24,0,0,1,0.00105564675595834,0.00105564675595834
"7419",263590,"eKT8VyV5cmRrgZ894Gw4PA","Megan",1.44,15,0,"2018-04-08 01:07:54",0,0,0,3,0,0,0,0.00129317396483045,0.00129317396483045
"7420",263639,"8ykO7-H0gpWuV1VHuqh2_Q","P.V",3.25,4,0,"2018-01-13 05:12:02",0,0,0,3,0,0,0,0.000283415634934976,0.000283415634934976
"7421",263670,"V8Z0xlytB0cSDyGc8quGbw","V",4.93,15,0,"2016-05-18 22:40:33",0,4,4,5,0,0,0,0.00141206948188333,0.00141206948188333
"7422",263815,"TYbP8_RBp-0GlXXlzZxrYg","Michael",3.67,3,0,"2015-04-25 04:39:50",0,0,0,0,0,0,0,0.000183592423617359,0.000183592423617359
"7423",263918,"7iawdk5_NNINUGbWaLaJzw","Kristy",2.29,56,0,"2017-07-24 23:46:50",0,37,32,57,2,2,2,0.0062048255305562,0.0062048255305562
"7424",263941,"DYDWEcj3em2wRqZ3ofRPoA","Michael",3.63,36,2,"2013-01-04 18:05:44",2,18,30,68,0,0,0,0.00466102394255108,0.00466102394255108
"7425",264032,"AbCNqumkvmLoKTOMEtJntw","Food",3.06,31,0,"2013-01-27 05:23:16",0,2,1,9,0,0,0,0.00280976237459605,0.00280976237459605
"7426",264304,"UYEIvUtVcHXRwnLsMXxPUA","mark",3.41,20,0,"2010-12-08 00:51:18",0,1,0,10,0,0,0,0.00177429366519183,0.00177429366519183
"7427",264318,"j7xeGa9HtO5dkpC_XtDY5g","Kenya",3.45,19,0,"2014-02-26 06:10:07",0,1,5,19,0,0,0,0.00183146380298301,0.00183146380298301
"7428",264430,"L-E-R-6S9WNjVCfmE98ZZw","Karen",3.5,8,0,"2011-12-21 15:05:10",0,0,0,4,0,0,0,0.000653276148672674,0.000653276148672674
"7429",264442,"8ONF39vs6hsceEx2LM1geA","Greg",5,5,0,"2014-06-03 00:22:51",0,2,0,4,0,0,0,0.000384705464840877,0.000384705464840877
"7430",264488,"bPL2hvVtaIwyDqzYI9_vnQ","Lupe",1,4,0,"2017-12-14 18:08:20",0,0,0,0,0,0,0,0.000275388635426039,0.000275388635426039
"7431",264544,"Dg9VkLxxuN95K9__sX6zeA","John",3.28,77,0,"2012-08-12 05:44:46",0,8,13,29,0,0,1,0.00742618567078664,0.00742618567078664
"7432",264548,"lWWCSHnt6fW0UENl3mnFgA","Janielle",4.03,34,1,"2016-10-03 23:36:17",1,1,5,11,0,0,0,0.00341477041621849,0.00341477041621849
"7433",264575,"YZ6dVzR78V5YkJTlvJ-FOQ","Haney",2.5,2,0,"2014-04-29 01:13:57",0,1,1,1,0,0,0,0.00012285792432339,0.00012285792432339
"7434",264585,"JaPvNFqdTqANQ-b07_08-g","Charles",3.67,3,0,"2017-08-20 11:33:05",0,0,0,2,0,0,0,0.000188943756623318,0.000188943756623318
"7435",264651,"xko84WtYuyN61b4Q8frP_w","Angela",3.75,12,0,"2011-01-22 10:17:15",0,1,5,10,0,0,0,0.00116480932179544,0.00116480932179544
"7436",264686,"qIygsTNe3Dbds0YWMMhE_A","Joe",4.69,48,8,"2015-01-04 15:06:20",8,47,32,71,2,2,2,0.00736415507013263,0.00736415507013263
"7437",264807,"y6z0WQhFfFjm0KRCl2KAUw","Tiffany",4.25,15,0,"2013-07-13 21:05:13",0,6,2,15,0,0,0,0.00139568995807815,0.00139568995807815
"7438",264972,"IIvpjmUOjD1TiP_5QkNO0w","Diana",4.29,17,0,"2013-12-29 05:59:16",0,1,0,7,0,0,0,0.00149087803025685,0.00149087803025685
"7439",265020,"DuWBZ3vWkt85URfZLL481g","Jorge",4.35,16,1,"2013-01-08 02:08:43",1,5,2,8,1,1,0,0.00171207204064828,0.00171207204064828
"7440",265046,"ZvKaWbycnc_folGakyDYSA","Darlene",4.86,52,2,"2017-08-11 17:19:57",2,37,24,48,7,7,8,0.00628469253252977,0.00628469253252977
"7441",265112,"RGPLss4OSQt3gLV3Fa63BA","Crystal",3.67,9,1,"2011-06-29 22:50:19",1,3,1,9,0,0,1,0.00104152898430504,0.00104152898430504
"7442",265203,"KwftRs5ROdD5vpfHq98m5Q","Sarah",4,77,3,"2015-04-22 04:58:02",3,17,4,36,6,6,4,0.00810815983136041,0.00810815983136041
"7443",265259,"bALRi3OIV3Xfd_KnDS9dSg","Trevor",4.38,8,0,"2015-03-13 14:34:49",0,0,1,3,0,0,0,0.000675577552384305,0.000675577552384305
"7444",265273,"a_8hPsaGzfkIXgyxfOWjdg","Luke",3.31,15,0,"2011-05-25 01:27:45",0,9,8,37,0,0,0,0.00161464396982271,0.00161464396982271
"7445",265281,"v6IrfRCYyGg4-OYqYsZ0oA","Scott",4.19,15,0,"2018-01-19 18:03:25",0,0,0,2,0,0,0,0.00129049829832747,0.00129049829832747
"7446",265361,"SZJIHMuYCoJmSIKV8osK-w","Zach",4.25,58,5,"2018-03-08 02:29:35",5,31,23,43,1,1,1,0.00720549370753922,0.00720549370753922
"7447",265392,"U1mTpRcD_HYt3n1zRWLblQ","Cary",3.97,27,0,"2014-05-31 04:26:14",0,6,7,26,0,0,1,0.00267166770796182,0.00267166770796182
"7448",265406,"PNRKbgz6l2B9xEb72vl3bQ","Jennifer",1,1,0,"2015-11-03 18:55:31",0,0,0,0,0,0,0,0,0
"7449",265430,"40diYAWJ1lC6luX9cEL8XA","Hanna",3,7,0,"2011-09-18 04:03:28",0,1,1,6,0,0,0,0.000595217315881684,0.000595217315881684
"7450",265629,"J0aOhUWasjZ2tK-jekOLNA","Harry",4.46,11,0,"2015-02-10 19:44:52",0,1,5,2,0,0,1,0.00107171330353662,0.00107171330353662
"7451",265678,"w_3AABFIER4NwnrsQW1znw","Monica",3.48,52,0,"2014-02-23 13:06:23",0,2,3,29,0,0,1,0.00486105581864083,0.00486105581864083
"7452",265682,"JyOHZNIYuxji03Noh7QGHQ","Seth",2.91,20,0,"2012-05-12 17:38:13",0,1,4,41,0,0,2,0.00199735865879002,0.00199735865879002
"7453",265970,"ZXSBjp9X9wfIT2VcMFMIsQ","Marcia",3.64,43,0,"2014-08-09 05:15:42",0,1,0,7,0,0,0,0.00387757953728252,0.00387757953728252
"7454",266004,"8bskBYKeY78sv3kqAU_DBA","Adam",3,2,0,"2012-07-13 00:18:43",0,0,0,1,0,0,0,9.44718783116588e-05,9.44718783116588e-05
"7455",266110,"W26wTW4eaQdWGeWoaZNQ6Q","Rainy",3.97,63,1,"2013-01-07 02:31:35",1,5,2,22,0,0,1,0.00606510310832132,0.00606510310832132
"7456",266112,"XPp6wqRV9cKBqafeDJ5aIw","Christie",3.61,22,1,"2012-07-14 02:20:23",1,1,1,2,0,0,0,0.00218922659512908,0.00218922659512908
"7457",266298,"GY2zI1WWM0Ef4lTeF1z2mw","Joanne",3.68,69,1,"2011-10-10 20:00:12",1,21,18,57,1,1,3,0.00722287223806307,0.00722287223806307
"7458",266304,"_tvFLCvohpkxhrKOxH5HKg","Haley",1,1,0,"2016-05-17 08:25:47",0,0,0,0,0,0,1,2.01055255736977e-05,2.01055255736977e-05
"7459",266342,"yM8OqokFn-v8f2j9R_YD7w","Wild N'",5,10,0,"2015-10-09 02:04:06",0,6,3,5,0,0,0,0.000934929304219567,0.000934929304219567
"7460",266393,"bJL6C8FTdtgdPe_lvbC_QA","Doug",3.4,113,0,"2015-08-19 19:28:27",0,8,6,36,1,1,3,0.0106339062650154,0.0106339062650154
"7461",266851,"U5Wc2A4lQZqp0K6QYhpt1g","Rocky",3.35,32,4,"2012-07-22 06:30:24",4,5,3,21,0,0,0,0.00390492272477754,0.00390492272477754
"7462",266949,"DFlgP-qh6vRjZ_yrG4uIkQ","Brendan",4.8,14,1,"2016-04-10 13:33:38",1,2,0,9,0,0,0,0.00145201847176301,0.00145201847176301
"7463",267007,"O2SE3Jnxs2axuPslBimoAA","John",1,1,0,"2017-02-09 04:00:02",0,0,0,0,0,0,0,0,0
"7464",267086,"AkdiEL3yPDSoeetx6plEbw","Jessica",3.2,5,0,"2018-01-29 15:48:29",0,0,1,0,0,0,0,0.000392161917449329,0.000392161917449329
"7465",267109,"edam0ic6B-ZcGRWpGB_SqQ","Thomas",3.72,23,0,"2015-04-22 18:44:13",0,1,0,15,0,0,0,0.00206306063313276,0.00206306063313276
"7466",267182,"iYu1TuitOB0JpR59VFFm1w","Michelle",2.46,12,0,"2015-11-29 20:46:57",0,0,0,0,0,0,0,0.00100975832989548,0.00100975832989548
"7467",267197,"QfaN145UaxN742IN7x6wMg","Richard",4.25,32,1,"2016-08-31 03:00:28",1,1,2,3,0,0,0,0.00313484144993346,0.00313484144993346
"7468",267222,"-fu8pFYiPI0o5yZtcBUu1A","Emily",4.14,42,0,"2016-04-15 14:54:32",0,1,1,19,0,0,0,0.0038428683937242,0.0038428683937242
